"file_time","timediff","sample_id","series","vessel","seriavessel","numbers","total_cells","viable_cells","viability","total_cells_per_ml","viable_cells_per_ml","average_diameter","average_circularity"
"2021-03-14 10:45:30.427+03",227,"207160321_v10_d9_e1","207160321","v10","207160321-v10","1",6880,6799,98.8,19.8,19.5,17,0.886
"2021-03-14 05:46:31.916+03",27,"207180321_v9_d1_m1","207180321","v9","207180321-v9","1",1835,1826,99.5,1.05,1.05,14.9,0.891
"2021-03-14 05:39:28.979+03",27,"207180321_v8_d1_m1","207180321","v8","207180321-v8","1",1749,1741,99.5,1.01,1,15,0.895
"2021-03-14 05:32:40.804+03",27,"207180321_v7_d1_m1","207180321","v7","207180321-v7","1",1672,1665,99.6,0.961,0.957,15,0.891
"2021-03-14 05:20:08.141+03",168,"465020321R_v14_d7_m1","465020321R","v14","465020321R-v14","1",12071,11770,97.5,13.9,13.5,15.6,0.889
"2021-03-14 04:57:12.245+03",0,"484150321_v6_d0_m1","484150321","v6","484150321-v6","1",1097,1013,92.3,0.631,0.582,16.8,0.726
"2021-03-14 02:20:57.61+03",73,"484150321_v1_d3_m2","484150321","v1","484150321-v1","2",5118,4941,96.5,2.94,2.84,18.6,0.773
"2021-03-14 02:12:42.032+03",73,"484150321_v1_d3_m1","484150321","v1","484150321-v1","1",5662,5432,95.9,3.25,3.12,18.5,0.763
"2021-03-13 22:31:42.605+03",0,"90100321_v5_d0_m","90100321","v5","90100321-v5","",618,604,97.7,0.355,0.347,15.9,0.898
"2021-03-13 21:56:04.856+03",214,"207160321_v12_d9_m1","207160321","v12","207160321-v12","1",7421,7322,98.7,21.3,21,16.4,0.892
"2021-03-13 21:48:15.238+03",214,"207160321_v11_d9_m1","207160321","v11","207160321-v11","1",7706,7637,99.1,22.1,21.9,16.4,0.894
"2021-03-13 21:37:48.337+03",69,"484150321_v1_d0_e2","484150321","v1","484150321-v1","2",4756,4576,96.2,2.73,2.63,18.5,0.769
"2021-03-13 21:32:43.443+03",214,"207160321_v10_d9_m1","207160321","v10","207160321-v10","1",7457,7369,98.8,21.4,21.2,16.4,0.889
"2021-03-13 21:28:57.379+03",88,"90100321_v1tu_d3_e2","90100321","v1tu","90100321-v1tu","2",4343,4231,97.4,4.99,4.86,15.7,0.902
"2021-03-13 20:36:07.52+03",18,"207180321_v9_d0_e1","207180321","v9","207180321-v9","1",1158,1152,99.5,0.666,0.662,15,0.891
"2021-03-13 20:31:03.233+03",18,"207180321_v8_d0_e1","207180321","v8","207180321-v8","1",1134,1128,99.5,0.652,0.648,15.1,0.896
"2021-03-13 20:27:03.425+03",18,"207180321_v7_d0_e1","207180321","v7","207180321-v7","1",1167,1160,99.4,0.671,0.667,15.2,0.889
"2021-03-13 20:22:13.377+03",213,"207160321_v12_d8_e1","207160321","v12","207160321-v12","1",7894,7806,98.9,22.7,22.4,16.3,0.886
"2021-03-13 20:18:36.372+03",213,"207160321_v11_d8_e1","207160321","v11","207160321-v11","1",8140,8082,99.3,23.4,23.2,16.4,0.887
"2021-03-13 20:13:24.565+03",213,"207160321_v10_d8_e1","207160321","v10","207160321-v10","1",7389,7321,99.1,21.2,21,16.6,0.888
"2021-03-13 16:39:11.349+03",64,"484150321_v1_d2_e1","484150321","v1","484150321-v1","1",4854,4571,94.2,2.79,2.63,18.4,0.713
"2021-03-13 16:18:21.274+03",155,"465020321R_v14_d6_e1","465020321R","v14","465020321R-v14","1",4609,4516,98,13.2,13,15.5,0.87
"2021-03-13 14:42:26.404+03",72,"90110421_f125_d2","90110421","f125","90110421-f125","2",1801,1771,98.3,1.04,1.02,17.2,0.874
"2021-03-13 12:42:55.565+03",70,"90110421_f125_d_m1","90110421","f125","90110421-f125","1",4183,4087,97.7,2.4,2.35,17,0.883
"2021-03-13 05:12:16.33+03",98,"90100321_v1_d3_m1","90100321","v1","90100321-v1","1",3420,3354,98.1,3.93,3.86,16.2,0.901
"2021-03-13 04:17:00.139+03",143,"465020321R_v14_d6_m1","465020321R","v14","465020321R-v14","1",4128,4038,97.8,11.9,11.6,15,0.887
"2021-03-13 02:24:37.24+03",0,"207180321_v9_d0_m1","207180321","v9","207180321-v9","1",637,635,99.7,0.366,0.365,14,0.891
"2021-03-13 02:12:08.58+03",0,"207180321_v8_d0_m1","207180321","v8","207180321-v8","1",644,642,99.7,0.37,0.369,14.1,0.892
"2021-03-13 01:55:46.788+03",0,"207180321_v7_d0_m1","207180321","v7","207180321-v7","1",616,610,99,0.354,0.351,14,0.885
"2021-03-13 00:51:54.546+03",114,"207180321_v3_d3_e1","207180321","v3","207180321-v3","1",4001,3965,99.1,11.5,11.4,14.2,0.897
"2021-03-13 00:19:01.352+03",193,"207160321_v12_d8_m1","207160321","v12","207160321-v12","1",3676,3629,98.7,21.1,20.9,16.3,0.881
"2021-03-13 00:08:26.738+03",193,"207160321_v11_d8_m1","207160321","v11","207160321-v11","1",3550,3525,99.3,20.4,20.3,16.4,0.869
"2021-03-12 23:51:01.814+03",192,"207160321_v10_d8_m1","207160321","v10","207160321-v10","1",7639,7580,99.2,22,21.8,16.6,0.873
"2021-03-12 22:12:22.829+03",45,"484150321_v1_d2_m1","484150321","v1","484150321-v1","1",2652,2534,95.6,1.52,1.46,18.3,0.74
"2021-03-12 20:37:11.262+03",54,"90110421_f125_d1_m1","90110421","f125","90110421-f125","1",2475,2373,95.9,1.42,1.36,17.5,0.881
"2021-03-12 14:57:05.836+03",84,"90100321_v1_d2_e1","90100321","v1","90100321-v1","1",4369,4278,97.9,2.51,2.46,16.4,0.902
"2021-03-12 14:45:22.904+03",130,"465020321R_v14_d5_e1","465020321R","v14","465020321R-v14","1",8948,8810,98.5,10.3,10.1,15.4,0.892
"2021-03-12 14:30:26.429+03",104,"207180321_v3_d3_m1","207180321","v3","207180321-v3","1",7612,7567,99.4,8.75,8.7,14.5,0.896
"2021-03-12 14:17:02.877+03",183,"207160321_v12_d7_e1","207160321","v12","207160321-v12","1",7551,7487,99.2,21.7,21.5,16.1,0.883
"2021-03-12 14:06:35.32+03",183,"207160321_v11_d7_e1","207160321","v11","207160321-v11","1",7457,7415,99.4,21.4,21.3,16.1,0.885
"2021-03-12 13:55:14.504+03",183,"207160321_v10_d7_e1","207160321","v10","207160321-v10","1",6998,6947,99.3,20.1,20,16.4,0.872
"2021-03-12 09:28:32.365+03",32,"484150321_v1_d1_e1","484150321","v1","484150321-v1","1",2152,2076,96.5,1.24,1.19,18.5,0.732
"2021-03-12 05:48:19.806+03",121,"465020321R_v14_d5_e2","465020321R","v14","465020321R-v14","2",7050,6969,98.9,8.1,8.01,15.8,0.889
"2021-03-12 05:40:48.549+03",74,"90100321_v1_d2_m2","90100321","v1","90100321-v1","2",3178,3140,98.8,1.83,1.8,16.7,0.896
"2021-03-12 02:35:05.486+03",61,"207180321_v3tu_d2_e1","207180321","v3tu","207180321-v3tu","1",4850,4824,99.5,5.58,5.55,14.7,0.895
"2021-03-12 02:24:01.808+03",25,"484150321_v1_d1_m2","484150321","v1","484150321-v1","2",1595,1545,96.9,0.917,0.888,18.5,0.76
"2021-03-12 02:20:26.393+03",25,"484150321_v1_d1_m1","484150321","v1","484150321-v1","1",1670,1616,96.8,0.96,0.929,18.4,0.751
"2021-03-12 00:24:43.873+03",57,"186010421_f2000_d3","186010421","f2000","186010421-f2000","3",5184,5068,97.8,2.98,2.91,15,0.878
"2021-03-11 21:46:52.932+03",166,"207160321_v12_d7_m1","207160321","v12","207160321-v12","1",7378,7314,99.1,21.2,21,15.4,0.89
"2021-03-11 21:43:19.235+03",166,"207160321_v11_d7_m1","207160321","v11","207160321-v11","1",7012,6958,99.2,20.2,20,15.4,0.879
"2021-03-11 21:39:44.651+03",166,"207160321_v10_d7_m1","207160321","v10","207160321-v10","1",7447,7382,99.1,21.4,21.2,15.5,0.888
"2021-03-11 20:19:57.076+03",303,"207140321_v9_d11_e1","207140321","v9","207140321-v9","1",7443,7353,98.8,21.4,21.1,18.6,0.889
"2021-03-11 14:03:59.383+03",13,"484150321_v1_d0_e1","484150321","v1","484150321-v1","1",1340,1288,96.1,0.77,0.74,17.8,0.651
"2021-03-11 13:40:37.979+03",48,"207180321_v3tu_d2_m1","207180321","v3tu","207180321-v3tu","1",6627,6580,99.3,3.81,3.78,14.8,0.882
"2021-03-11 13:37:07.073+03",105,"465020321R_v14_d4_e1","465020321R","v14","465020321R-v14","1",8238,8077,98,4.74,4.64,16.3,0.88
"2021-03-11 13:24:16.275+03",296,"207140321_v8_d11_e1","207140321","v8","207140321-v8","1",7147,7074,99,20.5,20.3,18.6,0.89
"2021-03-11 13:20:39.333+03",158,"207160321_v12_d6_e1","207160321","v12","207160321-v12","1",6787,6735,99.2,19.5,19.4,15.3,0.902
"2021-03-11 13:16:03.547+03",158,"207160321_v11_d6_e1","207160321","v11","207160321-v11","1",7113,7051,99.1,20.4,20.3,15.4,0.903
"2021-03-11 13:06:58.328+03",158,"207160321_v10_d6_e1","207160321","v10","207160321-v10","1",6750,6697,99.2,19.4,19.2,15.5,0.902
"2021-03-11 12:51:23.262+03",0,"Unknown167","Unknown167","","Unknown167-","167",2015,1993,98.9,1.16,1.15,16.7,0.901
"2021-03-11 11:04:22.802+03",44,"186010421_f2000_d2_1","186010421","f2000","186010421-f2000","1",3215,3142,97.7,1.85,1.81,15.1,0.877
"2021-03-11 11:00:53.517+03",0,"90110421_f125tu_d0","90110421","f125tu","90110421-f125tu","0",702,639,91,0.404,0.367,17.9,0.89
"2021-03-11 09:48:33.408+03",20,"90110421_f125_d1","90110421","f125","90110421-f125","1",1374,1281,93.2,0.79,0.736,17.9,0.895
"2021-03-11 05:25:44.636+03",289,"207140321_v7_d11_e2","207140321","v7","207140321-v7","2",7214,7079,98.1,20.7,20.3,18.1,0.875
"2021-03-11 05:08:45.419+03",23,"90100321_v1tu_d1_m1","90100321","v1tu","90100321-v1tu","1",1516,1488,98.2,0.871,0.855,16.7,0.901
"2021-03-11 04:57:48.407+03",96,"465020321R_v14_d4_m1","465020321R","v14","465020321R-v14","1",5942,5821,98,3.42,3.35,16.6,0.885
"2021-03-11 04:40:31.118+03",39,"207180321_v3tu_d1_e1","207180321","v3tu","207180321-v3tu","1",4621,4592,99.4,2.66,2.64,14.7,0.9
"2021-03-11 02:50:36.635+03",62,"484140321_v14_d2_e2","484140321","v14","484140321-v14","2",5823,5259,90.3,3.35,3.02,18.1,0.716
"2021-03-11 00:30:46.717+03",0,"484150321_v1_d0_m1","484150321","v1","484150321-v1","1",954,901,94.4,0.548,0.518,16.9,0.714
"2021-03-10 23:35:19.171+03",144,"207160321_v12_d6_m2","207160321","v12","207160321-v12","2",6097,6050,99.2,17.5,17.4,15.4,0.903
"2021-03-10 23:27:23.126+03",144,"207160321_v11_d6_m1","207160321","v11","207160321-v11","1",6199,6151,99.2,17.8,17.7,15.5,0.89
"2021-03-10 23:23:52.871+03",59,"484140321_v14_d2_e1","484140321","v14","484140321-v14","1",5583,4698,84.1,3.21,2.7,17,0.742
"2021-03-10 23:16:06.477+03",144,"207160321_v10_d6_m1","207160321","v10","207160321-v10","1",5834,5787,99.2,16.8,16.6,15.6,0.9
"2021-03-10 13:48:52.899+03",22,"186010421_f2000_d1","186010421","f2000","186010421-f2000","1",1362,1317,96.7,0.783,0.757,15.5,0.873
"2021-03-10 13:45:25.517+03",0,"90110421_f125_d0","90110421","f125","90110421-f125","0",972,929,95.6,0.559,0.534,16.6,0.891
"2021-03-10 11:31:13.286+03",47,"484140321_v14_d2_m1","484140321","v14","484140321-v14","1",4812,4486,93.2,2.77,2.58,18.1,0.671
"2021-03-10 11:23:47.221+03",5,"90100321_v1tu_d0_e1","90100321","v1tu","90100321-v1tu","1",844,826,97.9,0.485,0.475,16.6,0.9
"2021-03-10 11:20:21.063+03",78,"465020321R_v14_d3_e1","465020321R","v14","465020321R-v14","1",3191,3086,96.7,1.83,1.77,17.2,0.883
"2021-03-10 11:12:42.33+03",22,"207180321_v3tu_d1_m1","207180321","v3tu","207180321-v3tu","1",2164,2143,99,1.24,1.23,14.8,0.894
"2021-03-10 11:05:43.199+03",132,"207160321_v12_d5_e1","207160321","v12","207160321-v12","1",5730,5689,99.3,16.5,16.4,15.2,0.896
"2021-03-10 10:59:49.362+03",132,"207160321_v11_d5_e1","207160321","v11","207160321-v11","1",5263,5232,99.4,15.1,15,15.2,0.899
"2021-03-10 10:52:07.386+03",132,"207160321_v10_d5_e1","207160321","v10","207160321-v10","1",5323,5293,99.4,15.3,15.2,15.3,0.9
"2021-03-10 10:41:22.304+03",270,"207140321_v9_d11_m1","207140321","v9","207140321-v9","1",6789,6732,99.2,19.5,19.3,18.2,0.887
"2021-03-10 10:31:31.791+03",270,"207140321_v8_d11_m1","207140321","v8","207140321-v8","1",6878,6816,99.1,19.8,19.6,18.1,0.883
"2021-03-10 10:23:46.436+03",270,"207140321_v7_d11_m1","207140321","v7","207140321-v7","1",7045,6949,98.6,20.2,20,17.8,0.877
"2021-03-10 05:27:22.364+03",0,"90100321_v1tu_d0_m2","90100321","v1tu","90100321-v1tu","2",757,741,97.9,0.435,0.426,17,0.896
"2021-03-10 03:06:33.174+03",24,"90100321_v1_d1_m1","90100321","v1","90100321-v1","1",1245,1207,96.9,0.716,0.694,17,0.893
"2021-03-10 03:03:07.727+03",14,"207180321_v3tu_d0_e2","207180321","v3tu","207180321-v3tu","2",1630,1610,98.8,0.937,0.925,14.7,0.897
"2021-03-10 02:47:44.944+03",70,"465020321R_v14_d3_m1","465020321R","v14","465020321R-v14","1",2886,2797,96.9,1.66,1.61,16.9,0.87
"2021-03-09 23:52:50.887+03",35,"484140321_v14_d1_e2","484140321","v14","484140321-v14","2",3234,2961,91.6,1.86,1.7,18.1,0.718
"2021-03-09 23:49:11.026+03",35,"484140321_v14_d1_e1","484140321","v14","484140321-v14","1",3127,2884,92.2,1.8,1.66,18.2,0.691
"2021-03-09 20:39:26.838+03",117,"207160321_v12_d5_m1","207160321","v12","207160321-v12","1",5891,5859,99.5,16.9,16.8,14.4,0.891
"2021-03-09 20:35:55.947+03",117,"207160321_v11_d5_m1","207160321","v11","207160321-v11","1",6225,6177,99.2,17.9,17.8,14.3,0.891
"2021-03-09 20:32:26.51+03",117,"207160321_v10_d5_m1","207160321","v10","207160321-v10","1",5791,5748,99.3,16.6,16.5,14.4,0.888
"2021-03-09 20:05:57.04+03",255,"207140321_v9_d10_e1","207140321","v9","207140321-v9","1",7164,7094,99,20.6,20.4,17.9,0.875
"2021-03-09 20:02:20.957+03",255,"207140321_v8_d10_e1","207140321","v8","207140321-v8","1",7005,6929,98.9,20.1,19.9,17.8,0.871
"2021-03-09 19:58:42.679+03",255,"207140321_v7_d10_e1","207140321","v7","207140321-v7","1",7760,7668,98.8,22.3,22,17.7,0.877
"2021-03-09 17:25:33.064+03",2,"186010421_f2000_d0","186010421","f2000","186010421-f2000","0",645,614,95.2,0.371,0.353,15,0.876
"2021-03-09 16:24:53.867+03",59,"465020321R_v14_d2_e2","465020321R","v14","465020321R-v14","2",2123,2057,96.9,1.22,1.18,16.9,0.871
"2021-03-09 16:09:43.865+03",59,"465020321R_v14_d2_e1","465020321R","v14","465020321R-v14","1",998,982,98.4,0.574,0.564,14.9,0.898
"2021-03-09 15:50:25.888+03",12,"90100321_v1_d0_e1","90100321","v1","90100321-v1","1",910,883,97,0.523,0.508,16.8,0.886
"2021-03-09 14:51:20.532+03",0,"186010421_f2000_d2","186010421","f2000","186010421-f2000","2",3196,3081,96.4,1.84,1.77,15.1,0.883
"2021-03-09 13:02:55.707+03",0,"207180321_v3tu_d0_m1","207180321","v3tu","207180321-v3tu","1",872,861,98.7,0.501,0.495,15.1,0.889
"2021-03-09 11:46:35.708+03",23,"484140321_v14_d1_m1","484140321","v14","484140321-v14","1",1953,1792,91.8,1.12,1.03,17.8,0.634
"2021-03-09 10:06:25.17+03",107,"207160321_v12_d4_e1","207160321","v12","207160321-v12","1",4210,4189,99.5,12.1,12,14.4,0.881
"2021-03-09 10:02:58.091+03",107,"207160321_v11_d4_e1","207160321","v11","207160321-v11","1",4290,4254,99.2,12.3,12.2,14.4,0.882
"2021-03-09 09:58:24.928+03",107,"207160321_v10_d4_e1","207160321","v10","207160321-v10","1",3972,3955,99.6,11.4,11.4,14.4,0.878
"2021-03-09 07:22:11.159+03",25,"207180321_v3_d1_m1","207180321","v3","207180321-v3","1",1418,1409,99.4,0.815,0.81,15,0.896
"2021-03-09 03:58:45.558+03",47,"465020321R_v14_d2_m1","465020321R","v14","465020321R-v14","1",1619,1584,97.8,0.931,0.911,16.8,0.864
"2021-03-09 03:15:44.689+03",238,"207140321_v9_d10_m1","207140321","v9","207140321-v9","1",7039,6993,99.3,20.2,20.1,17.6,0.883
"2021-03-09 03:09:34.225+03",238,"207140321_v8_d10_m1","207140321","v8","207140321-v8","1",6939,6900,99.4,19.9,19.8,17.6,0.881
"2021-03-09 03:04:50.037+03",238,"207140321_v7_d10_m1","207140321","v7","207140321-v7","1",7264,7185,98.9,20.9,20.7,17.3,0.879
"2021-03-09 02:51:45.501+03",0,"90100321_v1_d0_m1","90100321","v1","90100321-v1","1",573,564,98.4,0.329,0.324,15.8,0.894
"2021-03-09 02:12:36.571+03",56,"90100321_f2000_d3","90100321","f2000","90100321-f2000","3",6412,6320,98.6,3.69,3.63,16.1,0.894
"2021-03-08 23:29:01.688+03",11,"484140321_v14_d0_e2","484140321","v14","484140321-v14","2",1323,1236,93.4,0.76,0.71,17,0.707
"2021-03-08 21:53:51.597+03",94,"207160321_v12_d4_m1","207160321","v12","207160321-v12","1",10272,10242,99.7,11.8,11.8,14.5,0.895
"2021-03-08 21:49:06.075+03",94,"207160321_v11_d4_m1","207160321","v11","207160321-v11","1",9821,9795,99.7,11.3,11.3,14.6,0.893
"2021-03-08 21:44:35.479+03",94,"207160321_v10_d4_m1","207160321","v10","207160321-v10","1",9837,9808,99.7,11.3,11.3,14.7,0.889
"2021-03-08 20:33:05.733+03",231,"207140321_v9_d9_e1","207140321","v9","207140321-v9","1",6890,6828,99.1,19.8,19.6,17.3,0.875
"2021-03-08 20:29:30.753+03",231,"207140321_v8_d9_e1","207140321","v8","207140321-v8","1",7361,7281,98.9,21.2,20.9,17.2,0.879
"2021-03-08 20:25:11.493+03",232,"207140321_v7_d9_e1","207140321","v7","207140321-v7","1",7297,7217,98.9,21,20.7,17,0.875
"2021-03-08 17:49:30.437+03",11,"207180321_v3_d0_e1","207180321","v3","207180321-v3","1",769,767,99.7,0.442,0.441,15,0.895
"2021-03-08 17:42:58.535+03",37,"465020321R_v14_d1_e1","465020321R","v14","465020321R-v14","1",1302,1270,97.5,0.748,0.73,16.5,0.869
"2021-03-08 14:17:01.315+03",44,"90100321_f2000_d2","90100321","f2000","90100321-f2000","2",4360,4300,98.6,2.51,2.47,16.4,0.887
"2021-03-08 14:13:32.301+03",45,"186010421_f500_d2","186010421","f500","186010421-f500","2",1450,1383,95.4,0.833,0.795,15.2,0.881
"2021-03-08 12:50:14.673+03",85,"207160321_v12_d3_e1","207160321","v12","207160321-v12","1",8267,8247,99.8,9.5,9.48,14.7,0.876
"2021-03-08 12:46:43.289+03",85,"207160321_v11_d3_e1","207160321","v11","207160321-v11","1",8304,8287,99.8,9.55,9.53,14.8,0.871
"2021-03-08 12:43:12.214+03",85,"207160321_v10_d3_e1","207160321","v10","207160321-v10","1",7729,7706,99.7,8.89,8.86,15,0.861
"2021-03-08 12:17:35.69+03",0,"484140321_v14_d0_m1","484140321","v14","484140321-v14","1",978,930,95.1,0.562,0.535,17.5,0.778
"2021-03-08 10:33:58.088+03",66,"484140321_v1_d2_m8","484140321","v1","484140321-v1","8",4489,4198,93.5,2.58,2.41,18.4,0.778
"2021-03-08 10:30:16.203+03",66,"484140321_v1_d2_m7","484140321","v1","484140321-v1","7",4378,4128,94.3,2.52,2.37,18.5,0.759
"2021-03-08 10:26:35.115+03",66,"484140321_v1_d2_m6","484140321","v1","484140321-v1","6",4244,3996,94.2,2.44,2.3,18.7,0.744
"2021-03-08 10:22:52.792+03",66,"484140321_v1_d2_m5","484140321","v1","484140321-v1","5",4373,4058,92.8,2.51,2.33,18.6,0.696
"2021-03-08 10:07:20.641+03",66,"484140321_v1_d2_m4","484140321","v1","484140321-v1","4",5621,5034,89.6,3.23,2.89,18.2,0.715
"2021-03-08 10:03:35.401+03",66,"484140321_v1_d2_m3","484140321","v1","484140321-v1","3",5263,4801,91.2,3.03,2.76,18.2,0.691
"2021-03-08 09:46:23.169+03",66,"484140321_v1_d2_m2","484140321","v1","484140321-v1","2",4292,4094,95.4,2.47,2.35,18.7,0.725
"2021-03-08 09:42:38.018+03",65,"484140321_v1_d2_m1","484140321","v1","484140321-v1","1",4311,3957,91.8,2.48,2.27,18.5,0.658
"2021-03-08 05:56:24.435+03",0,"207180321_v3_d0_m1","207180321","v3","207180321-v3","1",542,542,100,0.312,0.312,14.9,0.897
"2021-03-08 04:52:54.871+03",112,"207180321_v2_d3_e1","207180321","v2","207180321-v2","1",4456,4434,99.5,5.12,5.1,15,0.895
"2021-03-08 04:43:45.912+03",0,"100L_1","100L","1","100L-1","1",4225,3844,91,2.43,2.21,18.3,0.644
"2021-03-08 04:19:49.752+03",23,"465020321R_v14_d1_m1","465020321R","v14","465020321R-v14","1",949,928,97.8,0.546,0.533,16.2,0.873
"2021-03-08 04:07:08.335+03",0,"lew wave_m1","lew wave","m1","lew wave-m1","1",4380,4359,99.5,5.04,5.01,15,0.899
"2021-03-08 03:40:10.65+03",215,"207140321_v9_d9_m1","207140321","v9","207140321-v9","1",6879,6829,99.3,19.8,19.6,16.6,0.899
"2021-03-08 03:28:53.988+03",214,"207140321_v8_d9_m1","207140321","v8","207140321-v8","1",6987,6924,99.1,20.1,19.9,16.6,0.897
"2021-03-08 03:16:51.558+03",214,"207140321_v7_d9_m1","207140321","v7","207140321-v7","1",7024,6972,99.3,20.2,20,16.7,0.894
"2021-03-08 00:52:50.259+03",0,"100l_","100l","","100l-","",3910,3688,94.3,2.25,2.12,18.4,0.733
"2021-03-08 00:49:10.611+03",0,"100l","100l","","100l-","100",3541,3350,94.6,2.04,1.93,18.3,0.728
"2021-03-08 00:44:46.888+03",0,"levi_wave","levi","wave","levi-wave","",3874,3862,99.7,4.45,4.44,15.1,0.901
"2021-03-07 21:32:04.5+03",70,"207160321_v12_d3_m1","207160321","v12","207160321-v12","1",5714,5704,99.8,6.57,6.56,14.7,0.889
"2021-03-07 21:27:40.199+03",70,"207160321_v11_d3_m1","207160321","v11","207160321-v11","1",5669,5658,99.8,6.52,6.5,14.8,0.884
"2021-03-07 21:24:06.785+03",70,"207160321_v10_d3_m1","207160321","v10","207160321-v10","1",5439,5433,99.9,6.25,6.25,14.9,0.888
"2021-03-07 19:59:09.171+03",52,"484140321_v1_d1_m3","484140321","v1","484140321-v1","3",3604,3082,85.5,2.07,1.77,17.5,0.681
"2021-03-07 19:55:29.579+03",52,"484140321_v1_d1_m2","484140321","v1","484140321-v1","2",4139,3503,84.6,2.38,2.01,17.3,0.702
"2021-03-07 19:51:50.058+03",52,"484140321_v1_d1_m1","484140321","v1","484140321-v1","1",4039,3450,85.4,2.32,1.98,17.4,0.683
"2021-03-07 19:07:51.89+03",102,"207180321_v2_d3_m1","207180321","v2","207180321-v2","1",7071,7049,99.7,4.06,4.05,15.1,0.9
